0,5121.639483
1,5079.594329
2,4892.438469
3,4834.461996
4,4807.729554
5,4789.888491
6,4779.865484
7,4779.865484
8,4752.814448
9,4742.746533
10,4742.746533
11,4719.140128
12,4718.749148
13,4718.749148
14,4718.749148
15,4714.110946
16,4705.096762
17,4705.096762
18,4705.096762
19,4699.403077
20,4699.403077
21,4697.586073
22,4685.132181
23,4684.751146
24,4681.272446
25,4681.049371
26,4681.049371
27,4654.241677
28,4642.485337
29,4631.766801
30,4631.766801
31,4631.766801
32,4631.766801
33,4628.204654
34,4611.67286
35,4610.514558
36,4610.514558
37,4610.315243
38,4610.315243
39,4608.571959
40,4608.571959
41,4605.574137
42,4605.154639
43,4605.154639
44,4605.11775
45,4605.008543
46,4605.008543
47,4605.008543
48,4605.008543
49,4605.008543
50,4604.506438
51,4604.506438
52,4604.506438
53,4604.506438
54,4604.506438
55,4604.506438
56,4604.506438
57,4604.506438
58,4604.506438
59,4604.506438
60,4604.506438
61,4604.506438
62,4604.506438
63,4604.506438
64,4604.506438
65,4604.506438
66,4604.506438
67,4604.506438
68,4604.506438
69,4604.37558
70,4604.37558
71,4602.857958
72,4602.857958
73,4602.857958
74,4602.857958
75,4602.857958
76,4602.857958
77,4601.867847
78,4601.867847
79,4601.867847
80,4601.867847
81,4601.867847
82,4601.867847
83,4601.867847
84,4601.867847
85,4601.867847
86,4601.867847
87,4601.867847
88,4601.867847
89,4601.867847
90,4601.867847
91,4601.17828
92,4601.17828
93,4601.17828
94,4601.17828
95,4601.17828
96,4601.111095
97,4601.111095
98,4601.111095
99,4592.669206
100,4592.669206
101,4592.669206
102,4592.386752
103,4592.386752
104,4592.386752
105,4592.386752
106,4587.928232
107,4586.795118
108,4586.795118
109,4586.795118
110,4584.164336
111,4583.90717
112,4583.90717
113,4583.90717
114,4583.90717
115,4583.90717
116,4583.90717
117,4583.90717
118,4583.90717
119,4583.90717
120,4583.90717
121,4583.859336
122,4583.859336
123,4583.859336
124,4583.859336
125,4583.859336
126,4583.859336
127,4583.859336
128,4583.115391
129,4580.023118
130,4580.023118
131,4580.023118
132,4579.913911
133,4579.913911
134,4579.913911
135,4579.913911
136,4579.913911
137,4579.913911
138,4579.913911
139,4579.913911
140,4579.913911
141,4579.913911
142,4579.913911
143,4579.913911
144,4579.913911
145,4579.913911
146,4579.913911
147,4579.913911
148,4579.913911
149,4579.913911
150,4579.913911
151,4579.913911
152,4579.913911
153,4579.913911
154,4579.913911
155,4579.913911
156,4579.913911
157,4579.913911
158,4579.913911
159,4579.913911
160,4579.913911
161,4579.913911
162,4579.913911
163,4579.913911
164,4579.913911
165,4579.913911
166,4579.913911
167,4579.913911
168,4579.913911
169,4579.913911
170,4579.913911
171,4579.913911
172,4579.913911
173,4579.913911
174,4579.913911
175,4579.913911
176,4579.913911
177,4579.913911
178,4579.913911
179,4579.913911
180,4579.913911
181,4579.913911
182,4579.913911
183,4579.913911
184,4579.913911
185,4579.913911
186,4579.913911
187,4579.913911
188,4579.913911
189,4579.913911
190,4579.913911
191,4579.913911
192,4579.913911
193,4579.913911
194,4579.913911
195,4579.913911
196,4579.913911
197,4579.913911
198,4579.913911
199,4579.913911
200,4579.913911
201,4579.913911
202,4579.913911
203,4579.913911
204,4579.913911
205,4579.913911
206,4579.913911
207,4579.913911
208,4579.913911
209,4579.913911
210,4579.913911
211,4579.913911
212,4579.913911
213,4579.913911
214,4579.913911
215,4579.913911
216,4579.913911
217,4579.913911
218,4579.913911
219,4579.913911
220,4579.913911
221,4579.913911
222,4579.913911
223,4579.913911
224,4579.913911
225,4579.913911
226,4579.913911
227,4579.913911
228,4579.913911
229,4579.913911
230,4579.913911
231,4579.913911
232,4579.913911
233,4579.913911
234,4579.913911
235,4579.913911
236,4579.913911
237,4579.913911
238,4579.913911
239,4579.913911
240,4579.913911
241,4579.913911
242,4579.913911
243,4579.913911
244,4579.913911
245,4579.913911
246,4579.913911
247,4579.913911
248,4579.913911
249,4579.913911
